download_date,published_date_gmt,title,url,category,raw_text
2023-08-22,2023-08-22 12:21:55,第二十八届缔约方会议宣布创新主题计划，以推动实现其目标的行动,https://www.wam.ae/zh-CN/details/1395303188535,World,
2023-08-22,2023-08-22 12:00:13,泰國新總理出爐！親軍方政黨支持 地產大亨終結3個月僵局出線領導執政聯盟,https://newtalk.tw/news/view/2023-08-22/885257,World,"泰國今天(22日)選出新總理，由該國第二大黨「為泰黨」(Pheu Thai)推出的地產大亨賽塔(Srettha Thavisin)出任新任總理職務；賽塔將領導由11個政黨組成的執政聯盟成為泰國新政府。

泰國新一屆國會選舉事實上在5月就已經落幕。當時外界普遍看好國會最大黨「前進黨」黨魁皮塔(Pita Limjaroenrat)可能出任新總理；皮塔但未能通過在7月13日舉行的總理提名投票，並於7月19日的投票中，因為持有媒體公司股權，被認定違反選舉法失去競逐總理職位的資格。而「前進黨」在本月2日宣布退出執政聯盟，引發「背叛民意」批評，但「為泰黨」辯稱：這是結束政治僵局、實現和解的必要條件。

國會第二大黨「為泰黨」提名地產大亨賽塔角逐總理寶座，獲得親軍方政黨「人民國家力量黨」支持取得足夠票數，成為新一任總理。賽塔獲得親軍方政黨支持，引發不少反軍方、支持改革民眾批評，其中「人民國家力量黨」及「統一泰國建國黨」與即將卸任、且宣布將退出政壇的總理帕拉育(Prayut Chan-o-cha)關係密切。

賽塔現年60歲(1963年生)，是前總理戴克辛(Thaksin Shinawatra)的親信。而2006年因貪腐弊案導致軍事政變，被迫下台流亡海外的戴克辛，也在今天返回泰國。外界關注是否尋求泰王特赦以及「為泰黨」主政後，是否會幕後發揮政壇影響力。"
2023-08-22,2023-08-22 11:09:01,烏軍有了F-16還要JASSM空對地飛彈! 美智庫 : 縱深打擊可加強2倍,https://newtalk.tw/news/view/2023-08-22/885242,World,"美國 18 日批准荷蘭、丹麥向烏克蘭交付被寄予厚望的 F-16 戰機，而烏軍方面也證實將接受有關駕駛該機的培訓，但距離能實質投入作戰，甚至駕輕就熟，外界預估還要半年甚至更長時間。針對 F-16 將對烏軍遲滯不前的反攻產生多大影響，外媒分析，除非美國批准將聯合空對地搖攻巡弋飛彈（JASSM）移交給烏國，否則 F-16 將無法充分發揮其潛力。

《富比士》（Forbes）報導，當 F-16 於未來 6 個月內抵達烏克蘭時，它們或將取代半數烏軍現有的 4 至 50 年機齡米格（MiG）和蘇愷 ( Sukhoi ) 戰機。也有可能，烏空軍決議將其前線機隊規模擴大一半，讓 61 架 F-16 與大約 125 架老式蘇聯戰機一同作戰。

無論如何，烏獲得的 F-16 能夠裝備何種武器才是重點。報導舉例解釋，包括現代空對空、空對地飛彈甚至精準導引炸彈，能幫助烏戰機擴大其打擊範圍，使它們能夠對被佔領土深處的俄軍陣地進行攻擊，而不會讓飛行員暴露在防空系統中面臨威脅。

報導分析， JASSM 仍然在基輔的「願望清單」上。而除非美國批准將 JASSM 移交給到烏克蘭，否則 F-16 飛機將無法充分發揮其潛力。美智庫蘭德（RAND）國防分析師坦尼希爾（Brynn Tannehill ）稱，F-16 雖無法裝備 「暴風陰影」（Storm Shadow）巡弋飛彈（法稱 SCALP-EG），但與 JASSM 兼容。將 F-16 與該巡弋飛彈搭配使用，烏空軍的縱深打擊（deep-strike）能力將可增至兩倍。

她更強調，烏克蘭空軍以巡弋飛彈提升作戰能力，可能有助於基輔實現其主要目標之一：「將克里米亞半島自俄羅斯 9 年的佔領中解放出來」。

美國 18 日批准荷蘭、丹麥向烏克蘭交付被寄予厚望的 F-16 戰機，而烏軍方面也證實將接受有關駕駛該機的培訓，但距離能實質投入作戰，外界預估還要半年甚至更長時間。 圖：擷取自澤連斯基「X」（原推特）"
2023-08-22,2023-08-22 11:03:37,太胖陷泥裏? 金正恩視察水災 批評官員尸位素餐 氣到當場開除局長,https://newtalk.tw/news/view/2023-08-22/885246,World,"《朝中社》今（22）日報導，北韓領導人金正恩昨（21）日前往平安南道安石海涂地區視察水災救災現場，批評內閣總理金德訓、黨中央多位官員救災不力，認為內閣官員尸位素餐。

《朝中社》指出，近日的海水倒灌使得安石海涂堤防遭沖毀，導致包括約 270 公頃稻田在內的 560 多公頃土地被海水淹沒，其責任在平安南道海涂建設綜合企業並未完善當地的排水設施。

金正恩表示，他前幾天接到安石海涂水田被淹沒的消息後，隨即派出多位黨中央委員會書記赴現場指揮救災，但不知為何內閣、省與中央一級機關的主責官員不親自到水災現場勘查。

金正恩批評，總理金德訓雖有到現場視察，但只是到現場逛逛，走馬看花。而應親自指揮救災的海涂建設局長則認為自己無事可做，幾乎每天在辦公室裡遊手好閒，甚至還私下扣留國家給予，用於排水閘門工程的大量燃油藏到其他地方，「簡直是一群壞蛋、肇事者」。

金正恩直言，儘管黨中央先前就已發出警訊，要求各部會確實採取防汛措施，可相關單位卻依然反應遲鈍。「他們所作所為是一種無恥放肆的態度，是求情軍隊完全負責接活的姿態，而且也就認為這是軍隊分內之事」，他說道。

金正恩隨後說道，內閣所有的行政經濟工作並未貫徹同一個政策目標，而是各部會各行其是。他批評道，內閣的工作體系紊亂，位居中游的人被提拔為高階官員，尸位素餐，對下屬單位的指導工作又不夠有力，導致無數懶漢工作馬虎，完全破壞國家經濟工作。

他更直言，此次災害不是自然災害，而是徹頭徹尾的不負責任與無紀律造成的人災。隨後，金正恩表示自己已下令要求黨中央指導部、紀律檢查部、國家檢查委員會與中央檢查院調查有關當事人，並開除海涂建設局局長的黨籍。

金正恩視察平安南道水災，要求官員盡力救災。 圖：翻攝自朝中社

金正恩昨（21）日視察平安南道安石海涂地區的水災，批評官員救災不力、尸位素餐。 圖：翻攝自朝中社"
2023-08-22,2023-08-22 10:58:59,連老闆自己都不看好? 突然出現故障 大量照片被刪除 馬斯克 : X可能會失敗,https://newtalk.tw/news/view/2023-08-22/885244,World,"馬斯克近期在 X 發文說，X 「可能會失敗」。 圖：翻攝自環球網

上周末馬斯克旗下社交平台 X（前推特）出現了一次故障，導致大量照片被刪除，馬斯克近期在 X 發文說，X 「可能會失敗」。

根據《環球網》今（22）日的報導，馬斯克發文稱，如今世界已沒有偉大的社交網路，X 很可能會失敗，就像很多人預測的那樣，不過他將盡最大努力，讓 X 成為一個偉大的社交網路。

X 上周末故障，該平台 2014 年 12 月之前發布的圖片和鏈接被刪除。以前可以正常顯示的圖片和影片，都變成了無效鏈接。

技術專家湯姆·科茨將這個故障稱為「馬斯克史詩級的破壞」，並表示這可能是一次為節約成本的操作。

另外馬斯克上個月曾指出，在廣告收入下降 50% 和債務負擔沉重的情況下，公司現金流仍然是負數。馬斯克還稱 :「在現金流變為正數之前，不能奢求去想別的事情。」"
2023-08-22,2023-08-22 10:49:05,(影) 烏軍開始砲轟托克馬克！M2步戰車助撤離居民 海馬斯摧毀俄電戰車,https://newtalk.tw/news/view/2023-08-22/885219,World,"烏軍第 47 獨立機械化步兵旅以 M2 步兵戰車協助撤離居民。 圖：翻攝自Hanna Maliar Telegram＠annamaliar

烏克蘭國防部副部長馬利亞爾（Hanna Maliar）今（22）日表示，烏克蘭第 47 獨立機械化步兵旅在與俄軍戰鬥後成功進入羅博季涅（Robotyne），並協助撤離了當地居民。烏軍佔領羅勃季涅後，離烏男交通樞紐托克馬克只有 20 公里，烏軍已開始對托克馬克進行砲擊。

此外，烏軍也在頓內茨克（Donetsk）北部小城維德羅德任尼亞（Vidrodzhennya）以海馬斯（HIMARS）多管火箭摧毀了俄軍的 R-330Zh Zhitel 機動電戰車。

馬利亞爾今日在 Telegram 頻道上表示，烏軍在烏南別爾江斯克（Berdiansk）與梅利托波爾（Melitopol）地區持續進攻，俄軍則在扎波羅熱（Zaporizhzhia）、赫爾松（Kherson）與尼古拉耶夫（Mykolaiv）前線穩固防守，並以「柳葉刀」（Lancet）無人機不斷攻擊烏軍陣地。

俄軍操控柳葉刀自殺無人機攻擊烏軍。 圖 : 翻攝自騰訊網/浩外同學

然而，烏軍也成功從羅博季涅東南方突入，與從羅博季涅東方前來的俄軍不斷發生激烈戰鬥。馬利亞爾指出，第 47 機步旅的士兵在戰鬥後成功進入羅博季涅，並在 M2 「布雷德利」（Bradley）步兵戰車的掩護下撤離了當地居民，剩餘的步兵則持續與俄軍作戰。馬利亞爾表示，俄軍以火砲攻擊羅博季涅回應，雙方的戰鬥仍在持續，烏軍仍未完全掌握羅博季涅。

長年關注俄烏戰爭發展的 X （前推特）使用者「OSINTtechnical」則表示，烏軍成功使用 M142 「海馬斯」摧毀了一輛位於維德羅德任尼亞的俄軍R-330Zh Zhitel 機動電戰車。 R-330Zh 為俄軍現役的電子干擾系統，該型系統號稱能壓制半徑 25 公里內的無人機、 GPS 接收、衛星等訊號。

* Soldiers of the 47th Separate Mechanized Brigade entered the village of ROBOTYNE, which is in the Melitopol direction!Two months of fierce fighting, and the fighters of our brigade, with the support of other units, broke through the multi-echelon defense line of the… pic.twitter.com/dfORLqWkbW — Cloooud |** (@GloOouD) August 22, 2023

烏克蘭國防部副部長馬利亞爾（Hanna Maliar）表示，烏軍已由東南部進入羅伯季涅，與城內守軍發生激烈戰鬥，並協助撤離當地民眾。 圖：翻攝自Hanna Maliar Telegram＠annamaliar

烏軍以 M134 「海馬斯」（HIMARS）多管火箭摧毀了俄軍 R-330Zh Zhitel 機動電戰車。 圖：翻攝自OSINTtechnical X@Osinttechnical"
2023-08-22,2023-08-22 10:40:47,馬斯克承認了！曾為星鏈主動找普丁溝通 網友批 : 你在和殺人犯打交道,https://newtalk.tw/news/view/2023-08-22/885231,World,"特斯拉老闆馬斯克，曾在 2022 年與俄羅斯總統普丁進行過交談，內容是關於 Space X 向烏軍提供星鏈服務一事。 圖：翻攝自特斯拉推特影片（資料照）

近期特斯拉老闆馬斯克被曝一個重大消息，他曾在 2022 年與俄羅斯總統普丁進行過交談，內容是關於 Space X 向烏軍提供星鏈服務一事。

根據《紐約客》（The New Yorker）今（22）日的報導，去年 10 月，馬斯克向時任美國國防政策次長卡爾（Colin Kahl）透露，他曾與普丁談論關於Space X 提供星鏈服務給烏軍使用一事。

專家分析，馬斯克之所以會和五角大廈打交道，與「星鏈」在烏俄戰爭中發揮的巨大作用有關。由於烏軍戰場通訊極度依賴星鏈，馬斯克曾下令在特定區域切斷信號，造成烏軍因通訊不暢被迫撤退。美國防部為此曾出面緊急協調，與 Space X 簽訂合約，才保證馬斯克的公司繼續在烏克蘭境內提供星鏈服務。

X（前推特）帳號 Ukraine Battle Map 發文表示，希望馬斯克知道他在和誰說話。普丁是個殺人犯，殺害了數十萬人，包括婦女、兒童和整個家庭。

Ukraine Battle Map 強調，普丁已經把整個城市從地圖上抹去，可說是地球上最邪惡的人，馬斯克不應與他往來。

X（前推特）帳號 Ukraine Battle Map 發文表示，馬斯克不應與普丁往來。 圖：翻攝自 Ukraine Battle Map X 帳號"
2023-08-22,2023-08-22 10:34:56,(影) 讓兒童體驗戰場? 俄國家禁衛軍表演突然「模擬處決」 旁觀兒童遭波及尖叫,https://newtalk.tw/news/view/2023-08-22/885240,World,"社群媒體 Ｘ（前推特）帳號 @igorsushko 昨（ 21 ）日上傳一則影片，影片中俄羅斯國家近衛軍（RosGvardia）在莫斯科州埃列克特羅斯塔爾市（Elektrostal）草地上進行模擬演練，在演練中突然向圍觀群中開槍，猶如是「模擬處決」雖然是空包彈，但仍有多名圍觀兒童因此受驚嚇，更因此受傷。

據 @igorsushko 上傳的影片中可見，數名俄羅斯國家近衛軍正在埃列克特羅斯塔爾市進行「模擬處決」演練，多名士兵高舉俄羅斯國旗，操演高難度的體操動作，當中不乏釋放大量七彩濃煙，表演精彩，吸引大批家長及孩童圍觀。

然而，正當表演邁入精彩環節之際，演練中的俄羅斯國家近衛軍，竟然手持槍械朝圍觀群眾開槍，雖然子彈為空包彈並無殺傷力，不過開槍當下引起大量兒童害怕且驚聲尖叫，部分兒童更以手抱頭的姿勢倒臥在地，場面駭人。突如其來的開槍環節，所發射的子彈彈射後造成一名兒童受傷，本該精彩的模擬演練因此變調"
2023-08-22,2023-08-22 10:18:35,高達67%來自美國! 烏克蘭送驗俄軍武器殘骸 驚見美、日、德零件,https://newtalk.tw/news/view/2023-08-22/885225,World,"即便西方各國對俄羅斯祭出禁令，俄國仍能透國第三國購入所需的武器零件。 圖：翻攝自新華網

西班牙《國家報》 12 日報導指出，烏軍將從俄軍繳獲的軍武送往西方國家進行拆解、研究，詳細分析背後支撐國家，其中包含武裝直升機殘骸、防空導彈誘餌彈、高超音速導彈殘骸、口徑巡航導彈殘骸以及無人機殘骸共 58 件軍武。經過拆解後發現雖然軍武都是由俄羅斯本土製造，但零件中有 67% 來自美國，其次是日本與德國皆佔 7% 。

《國家報》提到，針對 58 件軍武殘骸詳細分析後發現，俄軍所用的軍武零件來自全球 19 個國家共 155 家公司，其中以美國 67% 佔最大宗，其次是日本與德國的 7%。即便西方諸國都對俄羅斯祭出制裁及禁運，但礙於全球化的密不可分及軍事技術的複雜化，若想徹底封鎖俄羅斯並非一件易事。

先前，英國某研究所曾經發表一份調查報告，裡頭詳細分析俄軍 27 件軍武，發現高達 450 件外國零組件。其中有一款俄軍無人機所使用的發動機來自日本、無線系統來自美國、控制系統來自法國。即便各國禁止企業直接與俄羅斯交易，俄國仍舊能透過第三國購買，獲取必要零件。

《國家報》表示，造成此種原因的主要因素在於，俄國透過複雜的中間程序以規避各國禁令，各國的出口體系也可能因為種種因素而導致缺失，其中生產商無法得知產品的最終用途，各國生產的軍火零件可能經過數十手、數十個中間商，再運送至俄羅斯組裝。"
2023-08-22,2023-08-22 10:15:16,菲4艦硬闖仁愛礁補給！中國海警：偵獲非法行為 已做「臨時性特殊安排」,https://newtalk.tw/news/view/2023-08-22/885224,World,"中、菲於南海的對峙態勢越演越烈。繼本月 5 日，中國海警船在主權存議的仁愛暗沙（Second Thomas Shoal）( 仁愛礁 ) 海域以水砲襲擊菲補給船，並引發後續雙方激烈的唇槍舌戰後，菲律賓今天（22日）再度於該海域執行補給任務，中國也在現場部署多艘海警船戒備。中國海警局下午發佈消息，稱偵獲菲船隻「未經允許」侵闖仁愛礁，但出於人道主義，已做出「臨時性特殊安排」。

菲律賓 24 年前藉故將破舊登陸艦「馬德雷山號」(LT-57 Sierra Madre) 「擱淺」( 中國稱故意鑿沉、坐攤 ) 於仁愛礁，而後派遣 10 多名海軍陸戰隊隊員駐守，此後並定期派員運送補給、換班，成為菲、中在南沙群島主權爭議的前哨站。

據「中國海警」微博今天下午發布消息，中國海警局新聞發言人劉德軍表示，菲律賓 2 艘運補船、2 艘海警船未經中國政府允許，擅自進入仁愛礁鄰近海域。

劉德軍稱，中國海警依法對菲船隻進行嚴正警告、全程跟監、有效規制，同時針對菲未搭載用於大規模加固違規建材的實際，從人道主義出發，對菲方向「坐灘」軍艦運送食品等必要生活物資，作出了「臨時性特殊安排」。聲明並未解釋該安排確切意涵。

劉德軍強調，中國對包括仁愛礁在內的南沙群島，及其附近海域擁有無可爭辯的主權，堅決反對菲方借運補之機向非法「坐灘」軍艦運送違規建材。中國海警稱，將依法在中國管轄海域，持續開展維權執法活動。

「擱淺」在仁愛礁的馬德雷山號登陸艦（LT 57 Sierra Madre）。 圖：《騰訊網》用戶「鋒芒FM」

中國外交部 8 日指控，菲律賓多次明確承諾將拖走在該礁非法「鑿沉」的登陸艦，但 24 年過去，不但仍未拖走軍艦，還企圖對其大規模維修加固，實現對仁愛礁的永久佔領。對此，菲律賓國家安全委員會助理主席兼發言人馬拉雅（Jonathan Malaya）回應，中國口中所謂承諾僅是「幻想」，並反問 :「誰做的? 何時做的稱諾？」

他強調，仁愛礁位於菲律賓專屬經濟區內，是該國陸棚的一部分，菲律賓永遠不會放棄對其主權及管轄權。

菲律賓武裝部隊發言人艾吉拉 ( Medel Aguilar ) 19 日揚言，若中國強行拆除「擱淺」在仁愛礁附近的軍艦，菲律賓將「別無選擇」，將採取必要的軍事自衛措施。他強調菲律賓將抵制任何相關企圖，並且稱這類嘗試可能被視為敵對行為，菲律賓軍方對此已有交戰規則。

中國海警 5201 艦 5 日對菲船隻進行「警示性水炮噴射」，並稱「全程保持理性克制」。 圖：擷取自微博「中國海警」"
2023-08-24,2023-08-24 04:06:36,郭台銘力邀侯柯談 柯文哲：最近喝咖啡會心悸,https://news.ltn.com.tw/news/politics/breakingnews/4405994,Politics,"柯文哲今日表示，人與人之間不要怕溝通，不過他最近發現喝咖啡會心悸，所以喝果汁好了。（民眾黨提供）

2023/08/24 12:06

〔記者黃靖媗／台北報導〕隨著2024總統大選戰況愈來愈激烈，各界相當關注國民黨總統參選人侯友宜、民眾黨總統參選人柯文哲，與鴻海集團創辦人郭台銘整合的進度。郭台銘上週更是力邀侯、柯二人與他喝咖啡談談。對此，柯文哲今日表示，人與人之間不要怕溝通，不過「他最近發現」喝咖啡會心悸，所以喝果汁好了。

柯文哲表示，郭台銘身為國際大企業家，一定有其視野，他在國際經濟領域一定不會贏過郭台銘，人與人之間不要那麼怕溝通，喝茶、講話有什麼關係，不過他發現最近喝咖啡會心悸，所以喝果汁好了。

請繼續往下閱讀...

對於與國民黨談「藍白合」，柯文哲認為，繼李登輝與黃信介在1990年開過國是會議後，已經30餘年沒有針對國家重大問題坐下來談，他認同談之後不會100％相容，大部分情形還是會有爭議，但爭議會減少很多，對國內重大爭議，本來就要建立溝通的文化。

被問到是否會與侯友宜透過民調整合，柯文哲表示，台灣的選民有智慧，最後總會想出解決辦法，歷次的選舉都是這樣，什麼事都有可能，要先從溝通開始，若不溝通，後面有什麼好講的。

柯文哲也說，他與國民黨主席朱立倫早在40年前就認識了，溝通上沒有什麼問題，而不管是喝咖啡、喝茶、喝果汁，各方的幕僚、主帥都認識，不必再找協辦機關。

另一方面，近期幾份民調顯示，柯文哲在較有優勢的年輕族群中，支持度也有下滑跡象，柯文哲表示，民調高高低低跟股票一樣，本來就是預料中的事，他們還是把選舉當作改變政治文化的社會運動，期望在選舉提出新的主張、正確的主張，讓大家面對台灣要面對的問題。

不用抽 不用搶 現在用APP看新聞 保證天天中獎 點我下載APP 按我看活動辦法"
2023-08-24,2023-08-24 04:00:47,新竹棒球場美方報告出爐 楊玲宜狠批高虹安「像放羊的孩子」,https://news.ltn.com.tw/news/politics/breakingnews/4405937,Politics,"新竹市府今天公布美方專家的新竹棒球場檢測報告結果。（資料照，記者洪美秀攝）

2023/08/24 12:00

〔記者洪美秀／新竹報導〕新竹市府今天公布美方專家的棒球場檢測報告結果，狠遭民進黨市議員楊玲宜批評，並稱高虹安市長狼來了喊久了，也是會變放羊的孩子。她說，從去年7月底棒球場停賽後，前市府團隊即開始進行排水等改善工程，儘管選舉過後政黨輪替，新的市府團隊也在今年2月15日成立棒球場工程體檢會，很遺憾還是沒有看到高虹安市府提出具體的改善方式與時程。BV所提出排水不良之問題，非今日才發現，至於要建議如何改善，依然看不到市府的態度。

楊玲宜說，美方整份報告書的關鍵在於要去除清碎石層與重建表土層，與高虹安市府工程體檢會所建議的改善方式（切側溝）南轅北側，她希望高虹安早點醒悟把握公務時間，好好完成棒球場改善，兌現於明年3月前重啟棒球場的承諾。可別又把這份建議報告書作為改善工程延宕的藉口與理由。狼來了喊久了，就像放羊的孩子，高虹安的誠信會持續崩盤，如同涉貪案的人設崩盤。

請繼續往下閱讀...

楊玲宜也提到，這份美國園藝專家原文報告公佈後，除造成市府官網大當機外，不少人也針對原文報告進行解析，仔細一看可發現，這份報告所用的草皮標準是美國高爾夫協會的標準（USGA specifications）。她說，為什麼要用美國高爾夫協會的規範？因為高虹安市府一直瞎扯的「大聯盟標準」，事實上對於草皮根本沒有規範和標準。

楊玲宜提到，高虹安一直似是而非的喊著所謂的大秘寶，她要請市府先公佈，USGA specifications規範數據到底為何？以及與新竹棒球場檢測後的數字進行比對，並請市府提出改善方案。

市議員劉崇顯也說，報告呈現的土壤不合規格與排水問題都是去年就已知的情況，間接證明球場底下根本沒有埋大秘寶，在未驗收的前提下市府本就可以直接要求施工廠商，將場地改善至符合契約要求的規格。

但高虹安為這個報告已經延宕改善工程8個多月，呼籲高虹安不要再講棒球場做為轉移焦點的提款機，盡快務實進行改善工作把棒球場還給市民。

新竹市立棒球場美方檢測報告出爐，綠營議員楊玲宜批評，市長高虹安狼來了喊久了，也是會變放羊的小孩!（資料照，記者洪美秀攝）

不用抽 不用搶 現在用APP看新聞 保證天天中獎 點我下載APP 按我看活動辦法"
